"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 05 17:33:15 GMT 2023","Wed Apr 05 17:33:21 GMT 2023","6129","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_accept_cookies",""
"broken","Wed Apr 05 17:33:43 GMT 2023","Wed Apr 05 17:33:43 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_traversal",""
"broken","Wed Apr 05 17:33:33 GMT 2023","Wed Apr 05 17:33:33 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_articles",""
"broken","Wed Apr 05 17:33:52 GMT 2023","Wed Apr 05 17:33:52 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_data",""
"broken","Wed Apr 05 17:33:49 GMT 2023","Wed Apr 05 17:33:49 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_logout",""
"passed","Wed Apr 05 17:33:12 GMT 2023","Wed Apr 05 17:33:12 GMT 2023","141","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_guest_home_page_items",""
"broken","Wed Apr 05 17:33:30 GMT 2023","Wed Apr 05 17:33:30 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_data_change",""
"broken","Wed Apr 05 17:33:46 GMT 2023","Wed Apr 05 17:33:46 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_delete_my_articles",""
"broken","Wed Apr 05 17:33:37 GMT 2023","Wed Apr 05 17:33:37 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_comment",""
"broken","Wed Apr 05 17:33:27 GMT 2023","Wed Apr 05 17:33:27 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_multiple_login",""
"broken","Wed Apr 05 17:33:24 GMT 2023","Wed Apr 05 17:33:24 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_registration_page",""
"broken","Wed Apr 05 17:33:40 GMT 2023","Wed Apr 05 17:33:40 GMT 2023","1","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_save_articles_to_file",""
