"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Apr 05 17:07:02 GMT 2023","Wed Apr 05 17:07:02 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_save_articles_to_file",""
"broken","Wed Apr 05 17:06:41 GMT 2023","Wed Apr 05 17:06:41 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_guest_home_page_items",""
"broken","Wed Apr 05 17:06:58 GMT 2023","Wed Apr 05 17:06:58 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_articles",""
"broken","Wed Apr 05 17:07:07 GMT 2023","Wed Apr 05 17:07:07 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_logout",""
"broken","Wed Apr 05 17:06:51 GMT 2023","Wed Apr 05 17:06:51 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_accept_cookies",""
"broken","Wed Apr 05 17:07:05 GMT 2023","Wed Apr 05 17:07:05 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_delete_my_articles",""
"broken","Wed Apr 05 17:06:53 GMT 2023","Wed Apr 05 17:06:53 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_registration_page",""
"broken","Wed Apr 05 17:07:00 GMT 2023","Wed Apr 05 17:07:00 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_comment",""
"broken","Wed Apr 05 17:06:57 GMT 2023","Wed Apr 05 17:06:57 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_data_change",""
"broken","Wed Apr 05 17:07:09 GMT 2023","Wed Apr 05 17:07:09 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_data",""
"broken","Wed Apr 05 17:06:55 GMT 2023","Wed Apr 05 17:06:55 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_multiple_login",""
"broken","Wed Apr 05 17:07:04 GMT 2023","Wed Apr 05 17:07:04 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_traversal",""
