"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Apr 05 16:47:20 GMT 2023","Wed Apr 05 16:47:20 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_delete_my_articles",""
"broken","Wed Apr 05 16:47:16 GMT 2023","Wed Apr 05 16:47:16 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_save_articles_to_file",""
"broken","Wed Apr 05 16:47:14 GMT 2023","Wed Apr 05 16:47:14 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_comment",""
"broken","Wed Apr 05 16:47:09 GMT 2023","Wed Apr 05 16:47:09 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_multiple_login",""
"broken","Wed Apr 05 16:47:23 GMT 2023","Wed Apr 05 16:47:23 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_data",""
"broken","Wed Apr 05 16:47:13 GMT 2023","Wed Apr 05 16:47:13 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_articles",""
"broken","Wed Apr 05 16:47:18 GMT 2023","Wed Apr 05 16:47:18 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_traversal",""
"broken","Wed Apr 05 16:47:21 GMT 2023","Wed Apr 05 16:47:21 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_logout",""
"broken","Wed Apr 05 16:47:08 GMT 2023","Wed Apr 05 16:47:08 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_registration_page",""
"broken","Wed Apr 05 16:47:06 GMT 2023","Wed Apr 05 16:47:06 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_accept_cookies",""
"broken","Wed Apr 05 16:47:11 GMT 2023","Wed Apr 05 16:47:11 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_data_change",""
"broken","Wed Apr 05 16:47:01 GMT 2023","Wed Apr 05 16:47:01 GMT 2023","0","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_guest_home_page_items",""
