"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 12:47:36 GMT 2023","Thu Apr 06 12:47:53 GMT 2023","16973","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_registration_page",""
"passed","Thu Apr 06 12:48:35 GMT 2023","Thu Apr 06 12:48:51 GMT 2023","15328","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_save_articles_to_file",""
"passed","Thu Apr 06 12:47:27 GMT 2023","Thu Apr 06 12:47:33 GMT 2023","6089","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Apr 06 12:48:54 GMT 2023","Thu Apr 06 12:48:56 GMT 2023","2038","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_traversal",""
"passed","Thu Apr 06 12:48:11 GMT 2023","Thu Apr 06 12:48:27 GMT 2023","15208","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_articles",""
"passed","Thu Apr 06 12:49:51 GMT 2023","Thu Apr 06 12:49:52 GMT 2023","734","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_data",""
"passed","Thu Apr 06 12:48:59 GMT 2023","Thu Apr 06 12:49:44 GMT 2023","45163","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_delete_my_articles",""
"passed","Thu Apr 06 12:47:56 GMT 2023","Thu Apr 06 12:48:03 GMT 2023","6943","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_multiple_login",""
"passed","Thu Apr 06 12:48:30 GMT 2023","Thu Apr 06 12:48:32 GMT 2023","2411","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_comment",""
"passed","Thu Apr 06 12:49:47 GMT 2023","Thu Apr 06 12:49:48 GMT 2023","889","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Apr 06 12:48:06 GMT 2023","Thu Apr 06 12:48:08 GMT 2023","2151","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_data_change",""
"passed","Thu Apr 06 12:47:23 GMT 2023","Thu Apr 06 12:47:24 GMT 2023","81","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_guest_home_page_items",""
