"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 06:50:23 GMT 2023","Thu Apr 06 06:50:39 GMT 2023","15762","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_save_articles_to_file",""
"passed","Thu Apr 06 06:49:08 GMT 2023","Thu Apr 06 06:49:08 GMT 2023","113","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_guest_home_page_items",""
"passed","Thu Apr 06 06:49:12 GMT 2023","Thu Apr 06 06:49:18 GMT 2023","6154","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Apr 06 06:49:50 GMT 2023","Thu Apr 06 06:49:52 GMT 2023","2578","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_data_change",""
"passed","Thu Apr 06 06:51:41 GMT 2023","Thu Apr 06 06:51:42 GMT 2023","914","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_data",""
"passed","Thu Apr 06 06:49:21 GMT 2023","Thu Apr 06 06:49:39 GMT 2023","17713","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_registration_page",""
"passed","Thu Apr 06 06:51:37 GMT 2023","Thu Apr 06 06:51:38 GMT 2023","1119","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Apr 06 06:50:42 GMT 2023","Thu Apr 06 06:50:45 GMT 2023","2332","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_traversal",""
"passed","Thu Apr 06 06:50:48 GMT 2023","Thu Apr 06 06:51:34 GMT 2023","45780","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_delete_my_articles",""
"passed","Thu Apr 06 06:49:55 GMT 2023","Thu Apr 06 06:50:14 GMT 2023","18903","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_articles",""
"passed","Thu Apr 06 06:49:42 GMT 2023","Thu Apr 06 06:49:46 GMT 2023","4246","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_multiple_login",""
"passed","Thu Apr 06 06:50:17 GMT 2023","Thu Apr 06 06:50:20 GMT 2023","2517","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_comment",""
