"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 12:43:47 GMT 2023","Thu Apr 06 12:43:48 GMT 2023","868","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Apr 06 12:42:59 GMT 2023","Thu Apr 06 12:43:44 GMT 2023","44968","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_delete_my_articles",""
"passed","Thu Apr 06 12:42:12 GMT 2023","Thu Apr 06 12:42:27 GMT 2023","14583","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_articles",""
"passed","Thu Apr 06 12:42:36 GMT 2023","Thu Apr 06 12:42:51 GMT 2023","15266","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_save_articles_to_file",""
"passed","Thu Apr 06 12:41:24 GMT 2023","Thu Apr 06 12:41:24 GMT 2023","116","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_guest_home_page_items",""
"passed","Thu Apr 06 12:42:07 GMT 2023","Thu Apr 06 12:42:09 GMT 2023","2164","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_data_change",""
"passed","Thu Apr 06 12:42:54 GMT 2023","Thu Apr 06 12:42:56 GMT 2023","2024","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_traversal",""
"passed","Thu Apr 06 12:41:28 GMT 2023","Thu Apr 06 12:41:34 GMT 2023","6123","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Thu Apr 06 12:42:30 GMT 2023","Thu Apr 06 12:42:32 GMT 2023","2201","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_comment",""
"passed","Thu Apr 06 12:41:57 GMT 2023","Thu Apr 06 12:42:04 GMT 2023","6873","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_multiple_login",""
"passed","Thu Apr 06 12:41:37 GMT 2023","Thu Apr 06 12:41:54 GMT 2023","17085","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_registration_page",""
"passed","Thu Apr 06 12:43:51 GMT 2023","Thu Apr 06 12:43:52 GMT 2023","755","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_data",""
