"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 12:53:47 GMT 2023","Thu Apr 06 12:53:47 GMT 2023","89","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_guest_home_page_items",""
"passed","Thu Apr 06 12:55:23 GMT 2023","Thu Apr 06 12:56:08 GMT 2023","45157","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_delete_my_articles",""
"passed","Thu Apr 06 12:54:59 GMT 2023","Thu Apr 06 12:55:14 GMT 2023","15349","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_save_articles_to_file",""
"passed","Thu Apr 06 12:54:00 GMT 2023","Thu Apr 06 12:54:17 GMT 2023","16968","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_registration_page",""
"passed","Thu Apr 06 12:54:30 GMT 2023","Thu Apr 06 12:54:32 GMT 2023","2178","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_data_change",""
"passed","Thu Apr 06 12:54:54 GMT 2023","Thu Apr 06 12:54:56 GMT 2023","2219","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_comment",""
"passed","Thu Apr 06 12:56:16 GMT 2023","Thu Apr 06 12:56:17 GMT 2023","730","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_data",""
"passed","Thu Apr 06 12:54:35 GMT 2023","Thu Apr 06 12:54:50 GMT 2023","15055","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_articles",""
"passed","Thu Apr 06 12:55:18 GMT 2023","Thu Apr 06 12:55:20 GMT 2023","2061","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_traversal",""
"passed","Thu Apr 06 12:56:12 GMT 2023","Thu Apr 06 12:56:13 GMT 2023","896","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Apr 06 12:54:20 GMT 2023","Thu Apr 06 12:54:27 GMT 2023","6939","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_multiple_login",""
"passed","Thu Apr 06 12:53:51 GMT 2023","Thu Apr 06 12:53:57 GMT 2023","6084","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_accept_cookies",""
