"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 05 19:01:23 GMT 2023","Wed Apr 05 19:01:25 GMT 2023","2218","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_traversal",""
"passed","Wed Apr 05 19:02:21 GMT 2023","Wed Apr 05 19:02:21 GMT 2023","843","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_data",""
"passed","Wed Apr 05 19:00:26 GMT 2023","Wed Apr 05 19:00:30 GMT 2023","4183","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_multiple_login",""
"passed","Wed Apr 05 19:01:04 GMT 2023","Wed Apr 05 19:01:20 GMT 2023","15428","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_save_articles_to_file",""
"passed","Wed Apr 05 19:00:34 GMT 2023","Wed Apr 05 19:00:36 GMT 2023","2482","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_data_change",""
"passed","Wed Apr 05 19:02:16 GMT 2023","Wed Apr 05 19:02:17 GMT 2023","1043","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_logout",""
"passed","Wed Apr 05 19:00:39 GMT 2023","Wed Apr 05 19:00:56 GMT 2023","16394","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_articles",""
"passed","Wed Apr 05 18:59:56 GMT 2023","Wed Apr 05 19:00:02 GMT 2023","6133","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Wed Apr 05 19:00:05 GMT 2023","Wed Apr 05 19:00:23 GMT 2023","17855","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_registration_page",""
"passed","Wed Apr 05 19:00:59 GMT 2023","Wed Apr 05 19:01:01 GMT 2023","2429","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_comment",""
"passed","Wed Apr 05 19:01:29 GMT 2023","Wed Apr 05 19:02:13 GMT 2023","44529","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_delete_my_articles",""
"passed","Wed Apr 05 18:59:52 GMT 2023","Wed Apr 05 18:59:52 GMT 2023","110","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_guest_home_page_items",""
