"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 05 19:19:56 GMT 2023","Wed Apr 05 19:19:58 GMT 2023","2304","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_comment",""
"passed","Wed Apr 05 19:20:26 GMT 2023","Wed Apr 05 19:21:11 GMT 2023","45701","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_delete_my_articles",""
"passed","Wed Apr 05 19:19:28 GMT 2023","Wed Apr 05 19:19:31 GMT 2023","2493","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_data_change",""
"passed","Wed Apr 05 19:20:20 GMT 2023","Wed Apr 05 19:20:22 GMT 2023","2223","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_traversal",""
"passed","Wed Apr 05 19:18:48 GMT 2023","Wed Apr 05 19:18:48 GMT 2023","95","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_guest_home_page_items",""
"passed","Wed Apr 05 19:19:21 GMT 2023","Wed Apr 05 19:19:25 GMT 2023","4184","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_multiple_login",""
"passed","Wed Apr 05 19:18:51 GMT 2023","Wed Apr 05 19:18:57 GMT 2023","6134","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Wed Apr 05 19:19:34 GMT 2023","Wed Apr 05 19:19:53 GMT 2023","18368","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_articles",""
"passed","Wed Apr 05 19:21:19 GMT 2023","Wed Apr 05 19:21:20 GMT 2023","858","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_data",""
"passed","Wed Apr 05 19:21:15 GMT 2023","Wed Apr 05 19:21:16 GMT 2023","1079","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_logout",""
"passed","Wed Apr 05 19:20:01 GMT 2023","Wed Apr 05 19:20:17 GMT 2023","15569","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_save_articles_to_file",""
"passed","Wed Apr 05 19:19:00 GMT 2023","Wed Apr 05 19:19:18 GMT 2023","17549","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_registration_page",""
