"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 05 19:11:18 GMT 2023","Wed Apr 05 19:11:18 GMT 2023","113","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_guest_home_page_items",""
"passed","Wed Apr 05 19:12:05 GMT 2023","Wed Apr 05 19:12:22 GMT 2023","17002","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_articles",""
"passed","Wed Apr 05 19:11:22 GMT 2023","Wed Apr 05 19:11:28 GMT 2023","6145","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Wed Apr 05 19:11:52 GMT 2023","Wed Apr 05 19:11:56 GMT 2023","4198","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_multiple_login",""
"passed","Wed Apr 05 19:11:31 GMT 2023","Wed Apr 05 19:11:49 GMT 2023","17694","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_registration_page",""
"failed","Wed Apr 05 19:12:55 GMT 2023","Wed Apr 05 19:13:35 GMT 2023","39489","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_delete_my_articles",""
"passed","Wed Apr 05 19:13:42 GMT 2023","Wed Apr 05 19:13:43 GMT 2023","915","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_data",""
"passed","Wed Apr 05 19:13:38 GMT 2023","Wed Apr 05 19:13:39 GMT 2023","1096","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_logout",""
"passed","Wed Apr 05 19:11:59 GMT 2023","Wed Apr 05 19:12:02 GMT 2023","2501","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_data_change",""
"passed","Wed Apr 05 19:12:25 GMT 2023","Wed Apr 05 19:12:28 GMT 2023","2459","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_new_comment",""
"passed","Wed Apr 05 19:12:31 GMT 2023","Wed Apr 05 19:12:47 GMT 2023","15476","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_save_articles_to_file",""
"passed","Wed Apr 05 19:12:50 GMT 2023","Wed Apr 05 19:12:52 GMT 2023","2308","vizsgaremek.Vizsgaremek_Python","test_conduit","TestConduit","","","test_list_traversal",""
